"school" "1" "2" "3" "4" "5" "6" "7" "8" "9" "10" "11" "12"
"sch01" 0.0841346153846154 0.0865384615384615 0.0961538461538462 0.0985576923076923 0.0600961538461538 0.0600961538461538 0.0745192307692308 0.0745192307692308 0.0889423076923077 0.0865384615384615 0.09375 0.0961538461538462
"sch01" 0.0841346153846154 0.0865384615384615 0.0961538461538462 0.0985576923076923 0.0600961538461538 0.0600961538461538 0.0745192307692308 0.0745192307692308 0.0889423076923077 0.0865384615384615 0.09375 0.0961538461538462
"sch01" 0.0841346153846154 0.0865384615384615 0.0961538461538462 0.0985576923076923 0.0600961538461538 0.0600961538461538 0.0745192307692308 0.0745192307692308 0.0889423076923077 0.0865384615384615 0.09375 0.0961538461538462
"sch01" 0.0841346153846154 0.0865384615384615 0.0961538461538462 0.0985576923076923 0.0600961538461538 0.0600961538461538 0.0745192307692308 0.0745192307692308 0.0889423076923077 0.0865384615384615 0.09375 0.0961538461538462
"sch01" 0.0841346153846154 0.0865384615384615 0.0961538461538462 0.0985576923076923 0.0600961538461538 0.0600961538461538 0.0745192307692308 0.0745192307692308 0.0889423076923077 0.0865384615384615 0.09375 0.0961538461538462
"sch01" 0.0841346153846154 0.0865384615384615 0.0961538461538462 0.0985576923076923 0.0600961538461538 0.0600961538461538 0.0745192307692308 0.0745192307692308 0.0889423076923077 0.0865384615384615 0.09375 0.0961538461538462
"sch01" 0.0841346153846154 0.0865384615384615 0.0961538461538462 0.0985576923076923 0.0600961538461538 0.0600961538461538 0.0745192307692308 0.0745192307692308 0.0889423076923077 0.0865384615384615 0.09375 0.0961538461538462
"sch01" 0.0841346153846154 0.0865384615384615 0.0961538461538462 0.0985576923076923 0.0600961538461538 0.0600961538461538 0.0745192307692308 0.0745192307692308 0.0889423076923077 0.0865384615384615 0.09375 0.0961538461538462
"sch01" 0.0841346153846154 0.0865384615384615 0.0961538461538462 0.0985576923076923 0.0600961538461538 0.0600961538461538 0.0745192307692308 0.0745192307692308 0.0889423076923077 0.0865384615384615 0.09375 0.0961538461538462
"sch01" 0.0841346153846154 0.0865384615384615 0.0961538461538462 0.0985576923076923 0.0600961538461538 0.0600961538461538 0.0745192307692308 0.0745192307692308 0.0889423076923077 0.0865384615384615 0.09375 0.0961538461538462
"sch01" 0.0841346153846154 0.0865384615384615 0.0961538461538462 0.0985576923076923 0.0600961538461538 0.0600961538461538 0.0745192307692308 0.0745192307692308 0.0889423076923077 0.0865384615384615 0.09375 0.0961538461538462
"sch01" 0.0841346153846154 0.0865384615384615 0.0961538461538462 0.0985576923076923 0.0600961538461538 0.0600961538461538 0.0745192307692308 0.0745192307692308 0.0889423076923077 0.0865384615384615 0.09375 0.0961538461538462
"sch02" 0.0494505494505494 0.0494505494505494 0.115384615384615 0.115384615384615 0.0879120879120879 0.0879120879120879 0.0824175824175824 0.0769230769230769 0.0494505494505494 0.0494505494505494 0.120879120879121 0.115384615384615
"sch02" 0.0494505494505494 0.0494505494505494 0.115384615384615 0.115384615384615 0.0879120879120879 0.0879120879120879 0.0824175824175824 0.0769230769230769 0.0494505494505494 0.0494505494505494 0.120879120879121 0.115384615384615
"sch02" 0.0494505494505494 0.0494505494505494 0.115384615384615 0.115384615384615 0.0879120879120879 0.0879120879120879 0.0824175824175824 0.0769230769230769 0.0494505494505494 0.0494505494505494 0.120879120879121 0.115384615384615
"sch02" 0.0494505494505494 0.0494505494505494 0.115384615384615 0.115384615384615 0.0879120879120879 0.0879120879120879 0.0824175824175824 0.0769230769230769 0.0494505494505494 0.0494505494505494 0.120879120879121 0.115384615384615
"sch02" 0.0494505494505494 0.0494505494505494 0.115384615384615 0.115384615384615 0.0879120879120879 0.0879120879120879 0.0824175824175824 0.0769230769230769 0.0494505494505494 0.0494505494505494 0.120879120879121 0.115384615384615
"sch02" 0.0494505494505494 0.0494505494505494 0.115384615384615 0.115384615384615 0.0879120879120879 0.0879120879120879 0.0824175824175824 0.0769230769230769 0.0494505494505494 0.0494505494505494 0.120879120879121 0.115384615384615
"sch02" 0.0494505494505494 0.0494505494505494 0.115384615384615 0.115384615384615 0.0879120879120879 0.0879120879120879 0.0824175824175824 0.0769230769230769 0.0494505494505494 0.0494505494505494 0.120879120879121 0.115384615384615
"sch02" 0.0494505494505494 0.0494505494505494 0.115384615384615 0.115384615384615 0.0879120879120879 0.0879120879120879 0.0824175824175824 0.0769230769230769 0.0494505494505494 0.0494505494505494 0.120879120879121 0.115384615384615
"sch02" 0.0494505494505494 0.0494505494505494 0.115384615384615 0.115384615384615 0.0879120879120879 0.0879120879120879 0.0824175824175824 0.0769230769230769 0.0494505494505494 0.0494505494505494 0.120879120879121 0.115384615384615
"sch02" 0.0494505494505494 0.0494505494505494 0.115384615384615 0.115384615384615 0.0879120879120879 0.0879120879120879 0.0824175824175824 0.0769230769230769 0.0494505494505494 0.0494505494505494 0.120879120879121 0.115384615384615
"sch02" 0.0494505494505494 0.0494505494505494 0.115384615384615 0.115384615384615 0.0879120879120879 0.0879120879120879 0.0824175824175824 0.0769230769230769 0.0494505494505494 0.0494505494505494 0.120879120879121 0.115384615384615
"sch02" 0.0494505494505494 0.0494505494505494 0.115384615384615 0.115384615384615 0.0879120879120879 0.0879120879120879 0.0824175824175824 0.0769230769230769 0.0494505494505494 0.0494505494505494 0.120879120879121 0.115384615384615
"sch03" 0.0873563218390805 0.0873563218390805 0.0850574712643678 0.0850574712643678 0.0850574712643678 0.0827586206896552 0.0781609195402299 0.0781609195402299 0.0804597701149425 0.0804597701149425 0.0850574712643678 0.0850574712643678
